 ,id,team,inven_sortingindex,name,level,sortorder,"ad type
1=new
2=hot
3=new+hot
4=event
5=event+new
6=event+hot
7=event+hot+new",ImageName,"main product
0=첫번째
1
2
3","BuyerType
0=개인
1=클랜
공백=값을 사용 안함 (값이 있을경우 최우선적용,item.csv에 없는 아이템일경우  값기입필수)",사용,FabExtraItemID(제조비법있는 상품일경우),shop type
9715,9715,,,,,,,,,,,,
9714,9714,,,,,,,,,,,,
9713,9713,,,,,,,,,,,,
9712,9712,,,,,,,,,,,,
9711,9711,,,,,,,,,,,,
9710,9710,,,,,,,,,,,,
9709,9709,,,,,,,,,,,,
9708,9708,,,,,,,,,,,,
9707,9707,,,,,,,,,,,,
9706,9706,,,,,,,,,,,,
9705,9705,,,,,,,,,,,,
9704,9704,,,,,,,,,,,,
9703,9703,,,,,,,,,,,,
9702,9702,,,,,,,,,,,,
9701,9701,,,,,,,,,,,,
9700,9700,,,,,,,,,,,,
9699,9699,,,,,,,,,,,,
9698,9698,,,,,,,,,,,,
9697,9697,,,,,,,,,,,,
9696,9696,,,,,,,,,,,,
9695,9695,,,,,,,,,,,,
9694,9694,,,,,,,,,,,,
9693,9693,,,,,,,,,,,,
9692,9692,,,,,,,,,,,,
9691,9691,,,,,,,,,,,,
9690,9690,,,,,,,,,,,,
9689,9689,,,,,,,,,,,,
9688,9688,,,,,,,,,,,,
9687,9687,,,,,,,,,,,,
9686,9686,,,,,,,,,,,,
9685,9685,,,,,,,,,,,,
9684,9684,,,,,,,,,,,,
9683,9683,,,,,,,,,,,,
9682,9682,,,,,,,,,,,,
9681,9681,,,,,,,,,,,,
9680,9680,,,,,,,,,,,,
9679,9679,,,,,,,,,,,,
9678,9678,,,,,,,,,,,,
9677,9677,,,,,,,,,,,,
9676,9676,,,,,,,,,,,,
9675,9675,,,,,,,,,,,,
9674,9674,,,,,,,,,,,,
9673,9673,,,,,,,,,,,,
9672,9672,,,,,,,,,,,,
9671,9671,,,,,,,,,,,,
9670,9670,,,,,,,,,,,,
9669,9669,,,,,,,,,,,,
9668,9668,,,,,,,,,,,,
9667,9667,,,,,,,,,,,,
9666,9666,,,,,,,,,,,,
9665,9665,,,,,,,,,,,,
9664,9664,,,,,,,,,,,,
9663,9663,,,,,,,,,,,,
9662,9662,,,,,,,,,,,,
9661,9661,,,,,,,,,,,,
9660,9660,,,,,,,,,,,,
9659,9659,,,,,,,,,,,,
9658,9658,,,,,,,,,,,,
9657,9657,,,,,,,,,,,,
9656,9656,,,,,,,,,,,,
9655,9655,,,,,,,,,,,,
9654,9654,,,,,,,,,,,,
9653,9653,,,,,,,,,,,,
9652,9652,,,,,,,,,,,,
9651,9651,,,,,,,,,,,,
9650,9650,,,,,,,,,,,,
9649,9649,,,,,,,,,,,,
9648,9648,,,,,,,,,,,,
9647,9647,,,,,,,,,,,,
9646,9646,,,,,,,,,,,,
9645,9645,,,,,,,,,,,,
9644,9644,,,,,,,,,,,,
9643,9643,,,,,,,,,,,,
9642,9642,,,,,,,,,,,,
9641,9641,,,,,,,,,,,,
9640,9640,,,,,,,,,,,,
9639,9639,,,,,,,,,,,,
9638,9638,,,,,,,,,,,,
9637,9637,,,,,,,,,,,,
9636,9636,,,,,,,,,,,,
9635,9635,,,,,,,,,,,,
9634,9634,,,,,,,,,,,,
9633,9633,,,,,,,,,,,,
9632,9632,,,,,,,,,,,,
9631,9631,,,,,,,,,,,,
9630,9630,,,,,,,,,,,,
9629,9629,,,,,,,,,,,,
9628,9628,,,,,,,,,,,,
9627,9627,,,,,,,,,,,,
9626,9626,,,,,,,,,,,,
9625,9625,,,,,,,,,,,,
9624,9624,,,,,,,,,,,,
9623,9623,,,,,,,,,,,,
9622,9622,,,,,,,,,,,,
9621,9621,,,,,,,,,,,,
9620,9620,,,,,,,,,,,,
9619,9619,,,,,,,,,,,,
9618,9618,,,,,,,,,,,,
9617,9617,,,,,,,,,,,,
9616,9616,,,,,,,,,,,,
9615,9615,,,,,,,,,,,,
9614,9614,,,,,,,,,,,,
9613,9613,,,,,,,,,,,,
9612,9612,,,,,,,,,,,,
9611,9611,,,,,,,,,,,,
9610,9610,,,,,,,,,,,,
9609,9609,,,,,,,,,,,,
9608,9608,,,,,,,,,,,,
9607,9607,,,,,,,,,,,,
9606,9606,,,,,,,,,,,,
9605,9605,,,,,,,,,,,,
9604,9604,,,,,,,,,,,,
9603,9603,,,,,,,,,,,,
9602,9602,,,,,,,,,,,,
9601,9601,,,,,,,,,,,,
9600,9600,,,,,,,,,,,,
9599,9599,,,,,,,,,,,,
9598,9598,,,,,,,,,,,,
9597,9597,,,,,,,,,,,,
9596,9596,,,,,,,,,,,,
9595,9595,,,,,,,,,,,,
9594,9594,,,,,,,,,,,,
9593,9593,,,,,,,,,,,,
9592,9592,,,,,,,,,,,,
9591,9591,,,,,,,,,,,,
9590,9590,,,,,,,,,,,,
9589,9589,,,,,,,,,,,,
9588,9588,,,,,,,,,,,,
9587,9587,,,,,,,,,,,,
9586,9586,,,,,,,,,,,,
9585,9585,,,,,,,,,,,,
9584,9584,,,,,,,,,,,,
9583,9583,,,,,,,,,,,,
9582,9582,,,,,,,,,,,,
9581,9581,,,,,,,,,,,,
9580,9580,,,,,,,,,,,,
9579,9579,,,,,,,,,,,,
9578,9578,,,,,,,,,,,,
9577,9577,,,,,,,,,,,,
9576,9576,,,,,,,,,,,,
9575,9575,,,,,,,,,,,,
9574,9574,,,,,,,,,,,,
9573,9573,,,,,,,,,,,,
9572,9572,,,,,,,,,,,,
9571,9571,,,,,,,,,,,,
9570,9570,,,,,,,,,,,,
9569,9569,,,,,,,,,,,,
9568,9568,,,,,,,,,,,,
9567,9567,,,,,,,,,,,,
9566,9566,,,,,,,,,,,,
9565,9565,,,,,,,,,,,,
9564,9564,,,,,,,,,,,,
9563,9563,,,,,,,,,,,,
9562,9562,,,,,,,,,,,,
9561,9561,,,,,,,,,,,,
9560,9560,,,,,,,,,,,,
9559,9559,,,,,,,,,,,,
9558,9558,,,,,,,,,,,,
9557,9557,,,,,,,,,,,,
9556,9556,,,,,,,,,,,,
9555,9555,,,,,,,,,,,,
9554,9554,,,,,,,,,,,,
9553,9553,,,,,,,,,,,,
9552,9552,,,,,,,,,,,,
9551,9551,,,,,,,,,,,,
9550,9550,,,,,,,,,,,,
9549,9549,,,,,,,,,,,,
9548,9548,,,,,,,,,,,,
9547,9547,,,,,,,,,,,,
9546,9546,,,,,,,,,,,,
9545,9545,,,,,,,,,,,,
9544,9544,,,,,,,,,,,,
9543,9543,,,,,,,,,,,,
9542,9542,,,,,,,,,,,,
9541,9541,,,,,,,,,,,,
9540,9540,,,,,,,,,,,,
9539,9539,,,,,,,,,,,,
9538,9538,,,,,,,,,,,,
9537,9537,,,,,,,,,,,,
9536,9536,,,,,,,,,,,,
9535,9535,,,,,,,,,,,,
9534,9534,,,,,,,,,,,,
9533,9533,,,,,,,,,,,,
9532,9532,,,,,,,,,,,,
9531,9531,,,,,,,,,,,,
9530,9530,,,,,,,,,,,,
9529,9529,,,,,,,,,,,,
9528,9528,,,,,,,,,,,,
9527,9527,,,,,,,,,,,,
9526,9526,,,,,,,,,,,,
9525,9525,,,,,,,,,,,,
9524,9524,,,,,,,,,,,,
9523,9523,,,,,,,,,,,,
9522,9522,,,,,,,,,,,,
9521,9521,,,,,,,,,,,,
9520,9520,,,,,,,,,,,,
9519,9519,,,,,,,,,,,,
9518,9518,,,,,,,,,,,,
9517,9517,,,,,,,,,,,,
9516,9516,,,,,,,,,,,,
9515,9515,,,,,,,,,,,,
9514,9514,,,,,,,,,,,,
9513,9513,,,,,,,,,,,,
9512,9512,,,,,,,,,,,,
9511,9511,,,,,,,,,,,,
9510,9510,,,,,,,,,,,,
9509,9509,,,,,,,,,,,,
9508,9508,,,,,,,,,,,,
9507,9507,,,,,,,,,,,,
9506,9506,,,,,,,,,,,,
9505,9505,,,,,,,,,,,,
9504,9504,,,,,,,,,,,,
9503,9503,,,,,,,,,,,,
9502,9502,,,,,,,,,,,,
9501,9501,,,,,,,,,,,,
9500,9500,,,,,,,,,,,,
9499,9499,,,,,,,,,,,,
9498,9498,,,,,,,,,,,,
9497,9497,,,,,,,,,,,,
9496,9496,,,,,,,,,,,,
9495,9495,,,,,,,,,,,,
9494,9494,,,,,,,,,,,,
9493,9493,,,,,,,,,,,,
9492,9492,,,,,,,,,,,,
9491,9491,,,,,,,,,,,,
9490,9490,,,,,,,,,,,,
9489,9489,,,,,,,,,,,,
9488,9488,,,,,,,,,,,,
9487,9487,,,,,,,,,,,,
9486,9486,,,,,,,,,,,,
9485,9485,,,,,,,,,,,,
9484,9484,,,,,,,,,,,,
9483,9483,,,,,,,,,,,,
9482,9482,,,,,,,,,,,,
9481,9481,,,,,,,,,,,,
9480,9480,,,,,,,,,,,,
9479,9479,,,,,,,,,,,,
9478,9478,,,,,,,,,,,,
9477,9477,,,,,,,,,,,,
9476,9476,,,,,,,,,,,,
9475,9475,,,,,,,,,,,,
9474,9474,,,,,,,,,,,,
9473,9473,,,,,,,,,,,,
9472,9472,,,,,,,,,,,,
9471,9471,,,,,,,,,,,,
9470,9470,,,,,,,,,,,,
9469,9469,,,,,,,,,,,,
9468,9468,,,,,,,,,,,,
9467,9467,,,,,,,,,,,,
9466,9466,,,,,,,,,,,,
9465,9465,,,,,,,,,,,,
9464,9464,,,,,,,,,,,,
9463,9463,,,,,,,,,,,,
9462,9462,,,,,,,,,,,,
9461,9461,,,,,,,,,,,,
9460,9460,,,,,,,,,,,,
9459,9459,,,,,,,,,,,,
9458,9458,,,,,,,,,,,,
9457,9457,,,,,,,,,,,,
9456,9456,,,,,,,,,,,,
9455,9455,,,,,,,,,,,,
9454,9454,,,,,,,,,,,,
9453,9453,,,,,,,,,,,,
9452,9452,,,,,,,,,,,,
9451,9451,,,,,,,,,,,,
9450,9450,,,,,,,,,,,,
9449,9449,,,,,,,,,,,,
9448,9448,,,,,,,,,,,,
9447,9447,,,,,,,,,,,,
9446,9446,,,,,,,,,,,,
9445,9445,,,,,,,,,,,,
9444,9444,,,,,,,,,,,,
9443,9443,,,,,,,,,,,,
9442,9442,,,,,,,,,,,,
9441,9441,,,,,,,,,,,,
9440,9440,,,,,,,,,,,,
9439,9439,,,,,,,,,,,,
9438,9438,,,,,,,,,,,,
9437,9437,,,,,,,,,,,,
9436,9436,,,,,,,,,,,,
9435,9435,,,,,,,,,,,,
9434,9434,,,,,,,,,,,,
9433,9433,,,,,,,,,,,,
9432,9432,,,,,,,,,,,,
9431,9431,,,,,,,,,,,,
9430,9430,,,,,,,,,,,,
9429,9429,,,,,,,,,,,,
9428,9428,,,,,,,,,,,,
9427,9427,,,,,,,,,,,,
9426,9426,,,,,,,,,,,,
9425,9425,,,,,,,,,,,,
9424,9424,,,,,,,,,,,,
9423,9423,,,,,,,,,,,,
9422,9422,,,,,,,,,,,,
9421,9421,,,,,,,,,,,,
9420,9420,,,,,,,,,,,,
9419,9419,,,,,,,,,,,,
9418,9418,,,,,,,,,,,,
9417,9417,,,,,,,,,,,,
9416,9416,,,,,,,,,,,,
9415,9415,,,,,,,,,,,,
9414,9414,,,,,,,,,,,,
9413,9413,,,,,,,,,,,,
9412,9412,,,,,,,,,,,,
9411,9411,,,,,,,,,,,,
9410,9410,,,,,,,,,,,,
9409,9409,,,,,,,,,,,,
9408,9408,,,,,,,,,,,,
9407,9407,,,,,,,,,,,,
9406,9406,,,,,,,,,,,,
9405,9405,,,,,,,,,,,,
9404,9404,,,,,,,,,,,,
9403,9403,,,,,,,,,,,,
9402,9402,,,,,,,,,,,,
9401,9401,,,,,,,,,,,,
9400,9400,,,,,,,,,,,,
9399,9399,,,,,,,,,,,,
9398,9398,,,,,,,,,,,,
9397,9397,,,,,,,,,,,,
9396,9396,,,,,,,,,,,,
9395,9395,,,,,,,,,,,,
9394,9394,,,,,,,,,,,,
9393,9393,,,,,,,,,,,,
9392,9392,,,,,,,,,,,,
9391,9391,,,,,,,,,,,,
9390,9390,,,,,,,,,,,,
9389,9389,,,,,,,,,,,,
9388,9388,,,,,,,,,,,,
9387,9387,,,,,,,,,,,,
9386,9386,,,,,,,,,,,,
9385,9385,,,,,,,,,,,,
9384,9384,,,,,,,,,,,,
9383,9383,,,,,,,,,,,,
9382,9382,,,,,,,,,,,,
9381,9381,,,,,,,,,,,,
9380,9380,,,,,,,,,,,,
9379,9379,,,,,,,,,,,,
9378,9378,,,,,,,,,,,,
9377,9377,,,,,,,,,,,,
9376,9376,,,,,,,,,,,,
9375,9375,,,,,,,,,,,,
9374,9374,,,,,,,,,,,,
9373,9373,,,,,,,,,,,,
9372,9372,,,,,,,,,,,,
9371,9371,,,,,,,,,,,,
9370,9370,,,,,,,,,,,,
9369,9369,,,,,,,,,,,,
9368,9368,,,,,,,,,,,,
9367,9367,,,,,,,,,,,,
9366,9366,,,,,,,,,,,,
9365,9365,,,,,,,,,,,,
9364,9364,,,,,,,,,,,,
9363,9363,,,,,,,,,,,,
9362,9362,,,,,,,,,,,,
9361,9361,,,,,,,,,,,,
9360,9360,,,,,,,,,,,,
9359,9359,,,,,,,,,,,,
9358,9358,,,,,,,,,,,,
9357,9357,,,,,,,,,,,,
9356,9356,,,,,,,,,,,,
9355,9355,,,,,,,,,,,,
9354,9354,,,,,,,,,,,,
9353,9353,,,,,,,,,,,,
9352,9352,,,,,,,,,,,,
9351,9351,,,,,,,,,,,,
9350,9350,,,,,,,,,,,,
9349,9349,,,,,,,,,,,,
9348,9348,,,,,,,,,,,,
9347,9347,,,,,,,,,,,,
9346,9346,,,,,,,,,,,,
9345,9345,,,,,,,,,,,,
9344,9344,,,,,,,,,,,,
9343,9343,,,,,,,,,,,,
9342,9342,,,,,,,,,,,,
9341,9341,,,,,,,,,,,,
9340,9340,,,,,,,,,,,,
9339,9339,,,,,,,,,,,,
9338,9338,,,,,,,,,,,,
9337,9337,,,,,,,,,,,,
9336,9336,,,,,,,,,,,,
9335,9335,,,,,,,,,,,,
9334,9334,,,,,,,,,,,,
9333,9333,,,,,,,,,,,,
9332,9332,,,,,,,,,,,,
9331,9331,,,,,,,,,,,,
9330,9330,,,,,,,,,,,,
9329,9329,,,,,,,,,,,,
9328,9328,,,,,,,,,,,,
9327,9327,,,,,,,,,,,,
9326,9326,,,,,,,,,,,,
9325,9325,,,,,,,,,,,,
9324,9324,,,,,,,,,,,,
9323,9323,,,,,,,,,,,,
9322,9322,,,,,,,,,,,,
9321,9321,,,,,,,,,,,,
9320,9320,,,,,,,,,,,,
9319,9319,,,,,,,,,,,,
9318,9318,,,,,,,,,,,,
9317,9317,,,,,,,,,,,,
9316,9316,,,,,,,,,,,,
9315,9315,,,,,,,,,,,,
9314,9314,,,,,,,,,,,,
9313,9313,,,,,,,,,,,,
9312,9312,,,,,,,,,,,,
9311,9311,,,,,,,,,,,,
9310,9310,,,,,,,,,,,,
9309,9309,,,,,,,,,,,,
9308,9308,,,,,,,,,,,,
9307,9307,,,,,,,,,,,,
9306,9306,,,,,,,,,,,,
9305,9305,,,,,,,,,,,,
9304,9304,,,,,,,,,,,,
9303,9303,,,,,,,,,,,,
9302,9302,,,,,,,,,,,,
9301,9301,,,,,,,,,,,,
9300,9300,,,,,,,,,,,,
9299,9299,,,,,,,,,,,,
9298,9298,,,,,,,,,,,,
9297,9297,,,,,,,,,,,,
9296,9296,,,,,,,,,,,,
9295,9295,,,,,,,,,,,,
9294,9294,,,,,,,,,,,,
9293,9293,,,,,,,,,,,,
9292,9292,,,,,,,,,,,,
9291,9291,,,,,,,,,,,,
9290,9290,,,,,,,,,,,,
9289,9289,,,,,,,,,,,,
9288,9288,,,,,,,,,,,,
9287,9287,,,,,,,,,,,,
9286,9286,,,,,,,,,,,,
9285,9285,,,,,,,,,,,,
9284,9284,,,,,,,,,,,,
9283,9283,,,,,,,,,,,,
9282,9282,,,,,,,,,,,,
9281,9281,,,,,,,,,,,,
9280,9280,,,,,,,,,,,,
9279,9279,,,,,,,,,,,,
9278,9278,,,,,,,,,,,,
9277,9277,,,,,,,,,,,,
9276,9276,,,,,,,,,,,,
9275,9275,,,,,,,,,,,,
9274,9274,,,,,,,,,,,,
9273,9273,,,,,,,,,,,,
9272,9272,,,,,,,,,,,,
9271,9271,,,,,,,,,,,,
9270,9270,,,,,,,,,,,,
9269,9269,,,,,,,,,,,,
9268,9268,,,,,,,,,,,,
9267,9267,,,,,,,,,,,,
9266,9266,,,,,,,,,,,,
9265,9265,,,,,,,,,,,,
9264,9264,,,,,,,,,,,,
9263,9263,,,,,,,,,,,,
9262,9262,,,,,,,,,,,,
9261,9261,,,,,,,,,,,,
9260,9260,,,,,,,,,,,,
9259,9259,,,,,,,,,,,,
9258,9258,,,,,,,,,,,,
9257,9257,,,,,,,,,,,,
9256,9256,,,,,,,,,,,,
9255,9255,,,,,,,,,,,,
9254,9254,,,,,,,,,,,,
9253,9253,,,,,,,,,,,,
9252,9252,,,,,,,,,,,,
9251,9251,,,,,,,,,,,,
9250,9250,,,,,,,,,,,,
9249,9249,,,,,,,,,,,,
9248,9248,,,,,,,,,,,,
9247,9247,,,,,,,,,,,,
9246,9246,,,,,,,,,,,,
9245,9245,,,,,,,,,,,,
9244,9244,,,,,,,,,,,,
9243,9243,,,,,,,,,,,,
9242,9242,,,,,,,,,,,,
9241,9241,,,,,,,,,,,,
9240,9240,,,,,,,,,,,,
9239,9239,,,,,,,,,,,,
9238,9238,,,,,,,,,,,,
9237,9237,,,,,,,,,,,,
9236,9236,,,,,,,,,,,,
9235,9235,,,,,,,,,,,,
9234,9234,,,,,,,,,,,,
9233,9233,,,,,,,,,,,,
9232,9232,,,,,,,,,,,,
9231,9231,,,,,,,,,,,,
9230,9230,,,,,,,,,,,,
9229,9229,,,,,,,,,,,,
9228,9228,,,,,,,,,,,,
9227,9227,,,,,,,,,,,,
9226,9226,,,,,,,,,,,,
9225,9225,,,,,,,,,,,,
9224,9224,,,,,,,,,,,,
9223,9223,,,,,,,,,,,,
9222,9222,,,,,,,,,,,,
9221,9221,,,,,,,,,,,,
9220,9220,,,,,,,,,,,,
9219,9219,,,,,,,,,,,,
9218,9218,,,,,,,,,,,,
9217,9217,,,,,,,,,,,,
9216,9216,,,,,,,,,,,,
9215,9215,,,,,,,,,,,,
9214,9214,,,,,,,,,,,,
9213,9213,,,,,,,,,,,,
9212,9212,,,,,,,,,,,,
9211,9211,,,,,,,,,,,,
9210,9210,,,,,,,,,,,,
9209,9209,,,,,,,,,,,,
9208,9208,,,,,,,,,,,,
9207,9207,,,,,,,,,,,,
9206,9206,,,,,,,,,,,,
9205,9205,,,,,,,,,,,,
9204,9204,,,,,,,,,,,,
9203,9203,,,,,,,,,,,,
9202,9202,,,,,,,,,,,,
9201,9201,,,,,,,,,,,,
9200,9200,,,,,,,,,,,,
9199,9199,,,,,,,,,,,,
9198,9198,,,,,,,,,,,,
9197,9197,,,,,,,,,,,,
9196,9196,,,,,,,,,,,,
9195,9195,,,,,,,,,,,,
9194,9194,,,,,,,,,,,,
9193,9193,,,,,,,,,,,,
9192,9192,,,,,,,,,,,,
9191,9191,,,,,,,,,,,,
9190,9190,,,,,,,,,,,,
9189,9189,,,,,,,,,,,,
9188,9188,,,,,,,,,,,,
9187,9187,,,,,,,,,,,,
9186,9186,,,,,,,,,,,,
9185,9185,,,,,,,,,,,,
9184,9184,,,,,,,,,,,,
9183,9183,,,,,,,,,,,,
9182,9182,,,,,,,,,,,,
9181,9181,,,,,,,,,,,,
9180,9180,,,,,,,,,,,,
9179,9179,,,,,,,,,,,,
9178,9178,,,,,,,,,,,,
9177,9177,,,,,,,,,,,,
9176,9176,,,,,,,,,,,,
9175,9175,,,,,,,,,,,,
9174,9174,,,,,,,,,,,,
9173,9173,,,,,,,,,,,,
9172,9172,,,,,,,,,,,,
9171,9171,,,,,,,,,,,,
9170,9170,,,,,,,,,,,,
9169,9169,,,,,,,,,,,,
9168,9168,,,,,,,,,,,,
9167,9167,,,,,,,,,,,,
9166,9166,,,,,,,,,,,,
9165,9165,,,,,,,,,,,,
9164,9164,,,,,,,,,,,,
9163,9163,,,,,,,,,,,,
9162,9162,,,,,,,,,,,,
9161,9161,,,,,,,,,,,,
9160,9160,,,,,,,,,,,,
9159,9159,,,,,,,,,,,,
9158,9158,,,,,,,,,,,,
9157,9157,,,,,,,,,,,,
9156,9156,,,,,,,,,,,,
9155,9155,,,,,,,,,,,,
9154,9154,,,,,,,,,,,,
9153,9153,,,,,,,,,,,,
9152,9152,,,,,,,,,,,,
9151,9151,,,,,,,,,,,,
9150,9150,,,,,,,,,,,,
9149,9149,,,,,,,,,,,,
9148,9148,,,,,,,,,,,,
9147,9147,,,,,,,,,,,,
9146,9146,,,,,,,,,,,,
9145,9145,,,,,,,,,,,,
9144,9144,,,,,,,,,,,,
9143,9143,,,,,,,,,,,,
9142,9142,,,,,,,,,,,,
9141,9141,,,,,,,,,,,,
9140,9140,,,,,,,,,,,,
9139,9139,,,,,,,,,,,,
9138,9138,,,,,,,,,,,,
9137,9137,,,,,,,,,,,,
9136,9136,,,,,,,,,,,,
9135,9135,,,,,,,,,,,,
9134,9134,,,,,,,,,,,,
9133,9133,,,,,,,,,,,,
9132,9132,,,,,,,,,,,,
9131,9131,,,,,,,,,,,,
9130,9130,,,,,,,,,,,,
9129,9129,,,,,,,,,,,,
9128,9128,,,,,,,,,,,,
9127,9127,,,,,,,,,,,,
9126,9126,,,,,,,,,,,,
9125,9125,,,,,,,,,,,,
9124,9124,,,,,,,,,,,,
9123,9123,,,,,,,,,,,,
9122,9122,,,,,,,,,,,,
9121,9121,,,,,,,,,,,,
9120,9120,,,,,,,,,,,,
9119,9119,,,,,,,,,,,,
9118,9118,,,,,,,,,,,,
9117,9117,,,,,,,,,,,,
9116,9116,,,,,,,,,,,,
9115,9115,,,,,,,,,,,,
9114,9114,,,,,,,,,,,,
9113,9113,,,,,,,,,,,,
9112,9112,,,,,,,,,,,,
9111,9111,,,,,,,,,,,,
9110,9110,,,,,,,,,,,,
9109,9109,,,,,,,,,,,,
9108,9108,,,,,,,,,,,,
9107,9107,,,,,,,,,,,,
9106,9106,,,,,,,,,,,,
9105,9105,,,,,,,,,,,,
9104,9104,,,,,,,,,,,,
9103,9103,,,,,,,,,,,,
9102,9102,,,,,,,,,,,,
9101,9101,,,,,,,,,,,,
9100,9100,,,,,,,,,,,,
9099,9099,,,,,,,,,,,,
9098,9098,,,,,,,,,,,,
9097,9097,,,,,,,,,,,,
9096,9096,,,,,,,,,,,,
9095,9095,,,,,,,,,,,,
9094,9094,,,,,,,,,,,,
9093,9093,,,,,,,,,,,,
9092,9092,,,,,,,,,,,,
9091,9091,,,,,,,,,,,,
9090,9090,,,,,,,,,,,,
9089,9089,,,,,,,,,,,,
9088,9088,,,,,,,,,,,,
9087,9087,,,,,,,,,,,,
9086,9086,,,,,,,,,,,,
9085,9085,,,,,,,,,,,,
9084,9084,,,,,,,,,,,,
9083,9083,,,,,,,,,,,,
9082,9082,,,,,,,,,,,,
9081,9081,,,,,,,,,,,,
9080,9080,,,,,,,,,,,,
9079,9079,,,,,,,,,,,,
9078,9078,,,,,,,,,,,,
9077,9077,,,,,,,,,,,,
9076,9076,,,,,,,,,,,,
9075,9075,,,,,,,,,,,,
9074,9074,,,,,,,,,,,,
9073,9073,,,,,,,,,,,,
9072,9072,,,,,,,,,,,,
9071,9071,,,,,,,,,,,,
9070,9070,,,,,,,,,,,,
9069,9069,,,,,,,,,,,,
9068,9068,,,,,,,,,,,,
9067,9067,,,,,,,,,,,,
9066,9066,,,,,,,,,,,,
9065,9065,,,,,,,,,,,,
9064,9064,,,,,,,,,,,,
9063,9063,,,,,,,,,,,,
9062,9062,,,,,,,,,,,,
9061,9061,,,,,,,,,,,,
9060,9060,,,,,,,,,,,,
9059,9059,,,,,,,,,,,,
9058,9058,,,,,,,,,,,,
9057,9057,,,,,,,,,,,,
9056,9056,,,,,,,,,,,,
9055,9055,,,,,,,,,,,,
9054,9054,,,,,,,,,,,,
9053,9053,,,,,,,,,,,,
9052,9052,,,,,,,,,,,,
9051,9051,,,,,,,,,,,,
9050,9050,,,,,,,,,,,,
9049,9049,,,,,,,,,,,,
9048,9048,,,,,,,,,,,,
9047,9047,,,,,,,,,,,,
9046,9046,,,,,,,,,,,,
9045,9045,,,,,,,,,,,,
9044,9044,,,,,,,,,,,,
9043,9043,,,,,,,,,,,,
9042,9042,,,,,,,,,,,,
9041,9041,,,,,,,,,,,,
9040,9040,,,,,,,,,,,,
9039,9039,,,,,,,,,,,,
9038,9038,,,,,,,,,,,,
9037,9037,,,,,,,,,,,,
9036,9036,,,,,,,,,,,,
9035,9035,,,,,,,,,,,,
9034,9034,,,,,,,,,,,,
9033,9033,,,,,,,,,,,,
9032,9032,,,,,,,,,,,,
9031,9031,,,,,,,,,,,,
9030,9030,,,,,,,,,,,,
9029,9029,,,,,,,,,,,,
9028,9028,,,,,,,,,,,,
9027,9027,,,,,,,,,,,,
9026,9026,,,,,,,,,,,,
9025,9025,,,,,,,,,,,,
9024,9024,,,,,,,,,,,,
9023,9023,,,,,,,,,,,,
9022,9022,,,,,,,,,,,,
9021,9021,,,,,,,,,,,,
9020,9020,,,,,,,,,,,,
9019,9019,,,,,,,,,,,,
9018,9018,,,,,,,,,,,,
9017,9017,,,,,,,,,,,,
9016,9016,,,,,,,,,,,,
9015,9015,,,,,,,,,,,,
9014,9014,,,,,,,,,,,,
9013,9013,,,,,,,,,,,,
9012,9012,,,,,,,,,,,,
9011,9011,,,,,,,,,,,,
9010,9010,,,,,,,,,,,,
9009,9009,,,,,,,,,,,,
9008,9008,,,,,,,,,,,,
9007,9007,,,,,,,,,,,,
9006,9006,,,,,,,,,,,,
9005,9005,,,,,,,,,,,,
9004,9004,,,,,,,,,,,,
9003,9003,,,,,,,,,,,,
9002,9002,,,,,,,,,,,,
9001,9001,,,,,,,,,,,,
9000,9000,,,,,,,,,,,,
8999,8999,,,,,,,,,,,,
8998,8998,,,,,,,,,,,,
8997,8997,,,,,,,,,,,,
8996,8996,,,,,,,,,,,,
8995,8995,,,,,,,,,,,,
8994,8994,,,,,,,,,,,,
8993,8993,,,,,,,,,,,,
8992,8992,,,,,,,,,,,,
8991,8991,,,,,,,,,,,,
8990,8990,,,,,,,,,,,,
8989,8989,,,,,,,,,,,,
8988,8988,,,,,,,,,,,,
8987,8987,,,,,,,,,,,,
8986,8986,,,,,,,,,,,,
8985,8985,,,,,,,,,,,,
8984,8984,,,,,,,,,,,,
8983,8983,,,,,,,,,,,,
8982,8982,,,,,,,,,,,,
8981,8981,,,,,,,,,,,,
8980,8980,,,,,,,,,,,,
8979,8979,,,,,,,,,,,,
8978,8978,,,,,,,,,,,,
8977,8977,,,,,,,,,,,,
8976,8976,,,,,,,,,,,,
8975,8975,,,,,,,,,,,,
8974,8974,,,,,,,,,,,,
8973,8973,,,,,,,,,,,,
8972,8972,,,,,,,,,,,,
8971,8971,,,,,,,,,,,,
8970,8970,,,,,,,,,,,,
8969,8969,,,,,,,,,,,,
8968,8968,,,,,,,,,,,,
8967,8967,,,,,,,,,,,,
8966,8966,,,,,,,,,,,,
8965,8965,,,,,,,,,,,,
8964,8964,,,,,,,,,,,,
8963,8963,,,,,,,,,,,,
8962,8962,,,,,,,,,,,,
8961,8961,,,,,,,,,,,,
8960,8960,,,,,,,,,,,,
8959,8959,,,,,,,,,,,,
8958,8958,,,,,,,,,,,,
8957,8957,,,,,,,,,,,,
8956,8956,,,,,,,,,,,,
8955,8955,,,,,,,,,,,,
8954,8954,,,,,,,,,,,,
8953,8953,,,,,,,,,,,,
8952,8952,,,,,,,,,,,,
8951,8951,,,,,,,,,,,,
8950,8950,,,,,,,,,,,,
8949,8949,,,,,,,,,,,,
